Report Number,Local Case Number,ACRS Report Type,Related Non-Motorist,Driver Substance Abuse,Non-Motorist Substance Abuse,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Speed Limit,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,Pedestrian At Fault
MCP3050002D,180032646,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Other,OTHER,OTHER,No Information,LIGHT CLOTHING,No
MCP2756002T,190016961,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,25,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No
EJ7866004M,180047863,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter at Intersection,No Information,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No
MCP23480025,16060327,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,SUSPECTED MINOR INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,No Information,DARK CLOTHING,No
MCP2016002G,170547724,Injury Crash,PEDESTRIAN,NONE DETECTED,No Information,Yes,SUSPECTED MINOR INJURY,No Information,NOT DISTRACTED,10,PEDESTRIAN,Other,NO IMPROPER ACTIONS,INSIDE BUILDING,No Information,No Information,No
MCP23580025,16042259,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,No Information,UNKNOWN,No
MCP23470022,190017566,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",NOT DISTRACTED,25,PEDESTRIAN,Other,INATTENTIVE,OTHER,No Information,REFLECTIVE MATERIAL,Yes
MCP2554000S,15017312,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,35,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No Information
MCP15800035,15021894,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No Information
MCP2348002M,170511431,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP2348002M,170511431,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP2348002M,170511431,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP2016002K,180003811,Injury Crash,PEDESTRIAN,No Information,No Information,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,40,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,No Information,No
MCP28480033,16033490,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,30,BICYCLIST,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No
DD55830051,190011114,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,35,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP10640043,16013352,Injury Crash,PEDESTRIAN,No Information,No Information,Yes,NO APPARENT INJURY,No Information,UNKNOWN,0,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,No Information,DARK CLOTHING,No
MCP2182000D,15061921,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,5,PEDESTRIAN,Playing,OTHER,CURB,NO PED. SIGNAL,LIGHT CLOTHING,No
MCP1227000T,180057601,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Unknown,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,BICYCLIST,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY NOT AT CROSSWALK,No Information,UNKNOWN,Unknown
MCP2986000Z,16040906,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,30,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION MARKED CROSSWALK,UNKNOWN,DARK CLOTHING,Unknown
EJ7829001R,15063391,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,AT INTERSECTION BUT NO CROSSWALK,No Information,DARK CLOTHING,Yes
MCP20550014,16033258,Injury Crash,PEDESTRIAN,UNKNOWN,No Information,Unknown,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Unknown
MCP2845002Y,170518812,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,30,BICYCLIST,Cross/Enter at Intersection,DART DASH,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,Yes
MCP1550002K,170505627,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,BICYCLIST,Walking/Riding against Traffic,IMPROPER TURN MERGE,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,MIXED CLOTHING,Yes
MCP25880039,170539144,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,45,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No
MCP1213003P,180015705,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,30,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No Information,REFLECTIVE MATERIAL,No
MCP29920013,17004969,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,40,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,UNKNOWN,No
MCP3095001B,19001970,Injury Crash,PEDESTRIAN,No Information,No Information,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, RAIN, SNOW, WET",NOT DISTRACTED,10,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,No Information,No Information,No
MCP2116003Q,16006064,Injury Crash,PEDESTRIAN,No Information,NONE DETECTED,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",LOOKED BUT DID NOT SEE,35,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No
MCP1168000G,16005415,Injury Crash,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,40,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes
MCP29660038,170528869,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,40,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,No Information,Yes
DD5601000V,15027969,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,40,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No Information
MCP29830034,180054646,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,25,BICYCLIST,Cross/Enter at Intersection,NOT VISIBLE,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,No
MCP2923002F,17004482,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,35,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No
MCP1563003R,170512738,Injury Crash,BICYCLIST,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,30,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No Information,MIXED CLOTHING,No
MCP2046009D,190000543,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,40,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,No Information,MIXED CLOTHING,No
MCP1121003J,170551486,Injury Crash,PEDESTRIAN,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,30,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No
EJ78520010,15030791,Injury Crash,PEDESTRIAN,UNKNOWN,No Information,Yes,POSSIBLE INJURY,No Information,UNKNOWN,30,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,OTHER,No Information,REFLECTIVE MATERIAL,No Information
MCP9130003S,170523644,Injury Crash,PEDESTRIAN,NONE DETECTED,ALCOHOL CONTRIBUTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,40,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,UNKNOWN,DARK CLOTHING,Yes
MCP3066000G,170539702,Injury Crash,PEDESTRIAN,No Information,No Information,No,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",LOOKED BUT DID NOT SEE,25,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,DARK CLOTHING,Yes
MCP23720007,180007020,Injury Crash,BICYCLIST,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,30,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No
MCP30050009,16001307,Injury Crash,PEDESTRIAN,UNKNOWN,NONE DETECTED,Unknown,NO APPARENT INJURY,No Information,UNKNOWN,30,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,AT INTERSECTION BUT NO CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes
MCP25940053,190008179,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, RAIN, SNOW, SLEET, HAIL, FREEZ. RAIN, WET",LOOKED BUT DID NOT SEE,10,PEDESTRIAN,Other,OTHER,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No
MCP93900010,170543471,Injury Crash,OTHER CONVEYANCE,No Information,No Information,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,OTHER CONVEYANCE,No Information,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,No Information,No Information,No
MCP93900010,170543471,Injury Crash,OTHER CONVEYANCE,No Information,No Information,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,OTHER CONVEYANCE,No Information,NO IMPROPER ACTIONS,No Information,No Information,No Information,No
DD5502001V,15063161,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,No Information,UNKNOWN,No
DD5502001V,15063161,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,No Information,UNKNOWN,No
MCP29320012,16047891,Injury Crash,PEDESTRIAN,No Information,ALCOHOL PRESENT,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes
MCP2617001W,16024882,Property Damage Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"DEBRIS OR OBSTRUCTION, N/A",UNKNOWN,0,PEDESTRIAN,Other,NOT VISIBLE,OTHER,NO PED. SIGNAL,DARK CLOTHING,No
MCP3029002H,190009183,Injury Crash,PEDESTRIAN,NONE DETECTED,UNKNOWN,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,45,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,UNKNOWN,Yes
MCP27890021,15066997,Injury Crash,PEDESTRIAN,No Information,No Information,Yes,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, VISION OBSTRUCTION (INCL. BLINDED BY SUN), WET",LOOKED BUT DID NOT SEE,35,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No
MCP30040032,190022097,Injury Crash,BICYCLIST,No Information,No Information,Unknown,NO APPARENT INJURY,No Information,UNKNOWN,25,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,No Information,UNKNOWN,Unknown
MCP2134000S,16051464,Injury Crash,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT,Unknown,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Unknown
MCP2990000Q,190013132,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,35,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No
MCP3161000J,180052192,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,30,BICYCLIST,Unknown,UNKNOWN,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,LIGHT CLOTHING,Yes
MCP1554003T,180063880,Injury Crash,PEDESTRIAN,No Information,ALCOHOL PRESENT,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,45,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes
MCP2094007P,17001888,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Other,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes
EJ7829001N,15057386,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No
EJ7829001N,15057386,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No
MCP27600023,180053401,Property Damage Crash,OTHER,No Information,No Information,No,NO APPARENT INJURY,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",NOT DISTRACTED,35,OTHER,No Information,No Information,No Information,No Information,No Information,Yes
MCP11480023,180006406,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No
MCP28630010,15046309,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,INATTENTIVE OR LOST IN THOUGHT,35,PEDESTRIAN,Other Working,No Information,OTHER,NO PED. SIGNAL,REFLECTIVE MATERIAL,No
MCP30060014,16039639,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,30,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP2298006W,15057385,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,30,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,LIGHT CLOTHING,Yes
MCP22910015,15023665,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,POSSIBLE INJURY,No Information,NOT DISTRACTED,0,PEDESTRIAN,Standing,OTHER,CURB,No Information,No Information,No Information
MCP271700K4,180041691,Injury Crash,PEDESTRIAN,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP271700K4,180041691,Injury Crash,PEDESTRIAN,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP271700K4,180041691,Injury Crash,PEDESTRIAN,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP11230022,180038074,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,30,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No
MCP3109001S,180063350,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,No Information,No
MCP12510018,170543897,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,30,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHOULDER,No Information,DARK CLOTHING,No
MCP2556001Y,180029461,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,25,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,No Information,MIXED CLOTHING,No
MCP2864002B,17001674,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,20,PEDESTRIAN,Walking/Riding w/Traffic,NOT VISIBLE,ON ROADWAY NOT AT CROSSWALK,No Information,DARK CLOTHING,Yes
MCP30690006,170530869,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,No Information,DARK CLOTHING,No
MCP02510014,17000280,Injury Crash,PEDESTRIAN,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,15,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No
EJ78470011,15035006,Injury Crash,PEDESTRIAN,No Information,ILLEGAL DRUG PRESENT,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,OTHER,Yes
MCP2372001P,190011587,Injury Crash,PEDESTRIAN,UNKNOWN,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,UNKNOWN,25,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,DRIVEWAY ACCESS MARKED CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No
MCP3041000D,170504434,Injury Crash,PEDESTRIAN,No Information,ALCOHOL PRESENT,Unknown,NO APPARENT INJURY,No Information,NOT DISTRACTED,25,PEDESTRIAN,Standing,UNKNOWN,OTHER,No Information,UNKNOWN,Unknown
MCP2732000R,15045144,Injury Crash,BICYCLIST,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,25,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No
MCP2853002V,16066624,Injury Crash,PEDESTRIAN,No Information,No Information,No,NO APPARENT INJURY,No Information,NOT DISTRACTED,20,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes
MCP16040017,180005461,Injury Crash,PEDESTRIAN,No Information,No Information,Yes,NO APPARENT INJURY,No Information,UNKNOWN,15,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,DRIVEWAY ACCESS MARKED CROSSWALK,NO PED. SIGNAL,REFLECTIVE MATERIAL,No
MCP29830017,16050660,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,No Information,NOT DISTRACTED,35,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No
MCP2991000M,16009802,Injury Crash,PEDESTRIAN,NONE DETECTED,UNKNOWN,Yes,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,0,PEDESTRIAN,Cross/Enter not at Intersection,No Information,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Unknown
MCP2531000D,15065828,Injury Crash,PEDESTRIAN,No Information,No Information,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP2531000D,15065828,Injury Crash,PEDESTRIAN,No Information,No Information,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,25,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No
MCP29170049,190022554,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,25,PEDESTRIAN,Other,DART DASH,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,MIXED CLOTHING,No
MCP28670019,15023259,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,Unknown,NO APPARENT INJURY,No Information,UNKNOWN,40,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,UNKNOWN,No Information
MCP2675001N,180011131,Injury Crash,PEDESTRIAN,NONE DETECTED,NONE DETECTED,No,NO APPARENT INJURY,No Information,LOOKED BUT DID NOT SEE,35,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes
MCP20080026,16020098,Injury Crash,PEDESTRIAN,UNKNOWN,UNKNOWN,No,SUSPECTED MINOR INJURY,No Information,UNKNOWN,35,PEDESTRIAN,Unknown,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,No Information,DARK CLOTHING,Unknown
